OaSIS profile code,Workplace/employer name,Profile name
72103.00,Manufacturing companies,Boilermakers
72103.00,Shipbuilding companies,Boilermakers
72104.00,Boiler fabrication plants,Structural metal and platework fabricators and fitters
72104.00,Heavy machinery manufacturing plants,Structural metal and platework fabricators and fitters
72104.00,Platework fabrication plants,Structural metal and platework fabricators and fitters
72104.00,Shipbuilding companies,Structural metal and platework fabricators and fitters
72104.00,Structural steel fabrication plants,Structural metal and platework fabricators and fitters
72105.00,Construction ironwork contractors,Ironworkers
72106.01,"Manufacturers of structural steel and platework, boilers, heavy machinery, aircraft, ships, and other metal products",Welders
72106.01,Self-employed,Welders
72106.01,Welding contractors,Welders
72106.01,Welding shops,Welders
72106.02,"Manufacturers of structural steel and platework, boilers, heavy machinery, aircraft, ships, and other metal products","Welding, brazing and soldering machine  operators"
72106.02,Self-employed,"Welding, brazing and soldering machine  operators"
72106.02,Welding contractors,"Welding, brazing and soldering machine  operators"
72106.02,Welding shops,"Welding, brazing and soldering machine  operators"
72200.00,Electrical contractors,Electricians (except industrial and power system)
72200.00,Maintenance departments of buildings and other establishments,Electricians (except industrial and power system)
72200.00,Self-employed,Electricians (except industrial and power system)
72201.00,Electrical contractors,Industrial electricians
72201.00,"Maintenance departments of factories, plants, mines, shipyards and other industrial establishments",Industrial electricians
72202.00,"Electric power generation, transmission and distribution companies",Power system electricians
72203.00,"Electric power generation, transmission and distribution companies",Electrical power line and cable workers
72203.00,Electrical contractors,Electrical power line and cable workers
72203.00,Public utility services,Electrical power line and cable workers
72204.00,Cable television companies,Telecommunications line and cable installers and repairers
72204.00,Telephone and other telecommunications service companies,Telecommunications line and cable installers and repairers
72205.01,Telephone and other telecommunications transmission services establishments,Telephone installers and repairers
72205.02,Telephone and other telecommunications transmission services establishments,Switch network installers and repairers
72205.03,Telephone and other telecommunications transmission services establishments,Telecommunications service testers
72205.04,Telephone and other telecommunications transmission services establishments,Telecommunications equipment technicians
72205.05,Cable and satellite television companies,Television cable service technicians
72300.00,"Maintenance departments of factories, plants and similar establishments",Plumbers
72300.00,Plumbing contractors,Plumbers
72300.00,Self-employed,Plumbers
72301.01,"Maintenance departments of factories, plants and similar establishments",Steamfitters and pipefitters
72301.01,Pipefitting contractors,Steamfitters and pipefitters
72301.01,Self-employed,Steamfitters and pipefitters
72301.02,"Maintenance departments of factories, plants and similar establishments",Sprinkler system installers
72301.02,Self-employed,Sprinkler system installers
72301.02,Sprinkler system contractors,Sprinkler system installers
72302.00,Gas servicing companies,Gas fitters
72302.00,Gas utility companies,Gas fitters
72310.00,Carpentry contractors,Carpenters
72310.00,Construction companies,Carpenters
72310.00,"Maintenance departments of factories, plants and other establishments",Carpenters
72310.00,Self-employed,Carpenters
72311.00,Cabinetmaking contractors,Cabinetmakers
72311.00,Construction companies,Cabinetmakers
72311.00,Furniture manufacturing or repair companies,Cabinetmakers
72311.00,Self-employed,Cabinetmakers
72320.00,Bricklaying contractors,Bricklayers
72320.00,Construction companies,Bricklayers
72320.00,Self-employed,Bricklayers
72321.00,Construction companies,Insulators
72321.00,Insulation contractors,Insulators
72321.00,Self-employed,Insulators
72400.01,Industrial establishments,Construction millwrights and industrial mechanics
72400.01,Manufacturing plants,Construction millwrights and industrial mechanics
72400.01,Millwrighting contractors,Construction millwrights and industrial mechanics
72400.01,Utilities establishments,Construction millwrights and industrial mechanics
72400.02,Textile manufacturers,Textile machinery mechanics and repairers
72401.00,Companies that own and operate heavy equipment,Heavy-duty equipment mechanics
72401.00,Heavy equipment dealers,Heavy-duty equipment mechanics
72401.00,Heavy equipment rental and service establishments,Heavy-duty equipment mechanics
72401.00,Railway transport companies,Heavy-duty equipment mechanics
72401.00,Urban transit systems,Heavy-duty equipment mechanics
72402.00,Engineering firms,"Heating, refrigeration and air conditioning mechanics"
72402.00,Food wholesalers,"Heating, refrigeration and air conditioning mechanics"
72402.00,"Heating, refrigeration and air conditioning installation contractors","Heating, refrigeration and air conditioning mechanics"
72402.00,Industrial establishments,"Heating, refrigeration and air conditioning mechanics"
72402.00,Retail and servicing establishments,"Heating, refrigeration and air conditioning mechanics"
72403.00,Railway transport companies,Railway carmen/women
72403.00,Urban transit systems,Railway carmen/women
72404.01,"Aircraft manufacturing, maintenance, repair and overhaul establishments",Aircraft mechanics
72404.01,Aircraft operators,Aircraft mechanics
72404.01,Airlines,Aircraft mechanics
72404.02,"Aircraft manufacturing, maintenance, repair and overhaul establishments",Aircraft inspectors
72404.02,Aircraft operators,Aircraft inspectors
72404.02,Airlines,Aircraft inspectors
72405.00,Industrial machinery manufacturing companies,Machine fitters
72405.00,Transportation equipment manufacturing companies,Machine fitters
72406.00,Elevator construction and maintenance companies,Elevator constructors and mechanics
72410.01,Automotive service shops of retail establishments,Automotive service technicians
72410.01,Automotive specialty shops,Automotive service technicians
72410.01,Garages,Automotive service technicians
72410.01,Motor vehicle dealers,Automotive service technicians
72410.01,Service stations,Automotive service technicians
72410.01,Transportation companies,Automotive service technicians
72410.02,Motor vehicle manufacturing companies,"Mechanical repairers, motor vehicle manufacturing"
72410.03,Fleet maintenance companies,Transport truck and trailer mechanics
72410.03,Repair shops,Transport truck and trailer mechanics
72410.03,Transportation companies,Transport truck and trailer mechanics
72410.03,Truck and trailer dealerships,Transport truck and trailer mechanics
72411.00,Automobile appraisal centres,"Auto body collision, refinishing and glass technicians and damage repair estimators"
72411.00,Automobile body repair companies,"Auto body collision, refinishing and glass technicians and damage repair estimators"
72411.00,Automobile dealerships,"Auto body collision, refinishing and glass technicians and damage repair estimators"
72411.00,Motor vehicle manufacturers,"Auto body collision, refinishing and glass technicians and damage repair estimators"
72420.00,Heating systems installation and service companies,Oil and solid fuel heating mechanics
72421.01,Appliance repair service companies,Small electrical appliance servicers and repairers
72421.01,Repair departments of retail and wholesale establishments,Small electrical appliance servicers and repairers
72421.01,Repair shops,Small electrical appliance servicers and repairers
72421.01,Self-employed,Small electrical appliance servicers and repairers
72421.02,Appliance repair service companies,Major appliance repairers/technicians
72421.02,Repair departments of retail and wholesale establishments,Major appliance repairers/technicians
72421.02,Repair shops,Major appliance repairers/technicians
72421.02,Self-employed,Major appliance repairers/technicians
72422.00,Electrical repair shops,Electrical mechanics
72422.00,Maintenance departments of manufacturing companies,Electrical mechanics
72422.00,Service shops of electrical equipment manufacturers,Electrical mechanics
72423.01,Independent service establishments,"Motorcycle, all-terrain vehicle and other related mechanics"
72423.01,Service shops of motorcycle dealers and retailers,"Motorcycle, all-terrain vehicle and other related mechanics"
72423.02,Recreational vehicle repair shops,Recreation vehicle technicians
72423.02,Self-employed,Recreation vehicle technicians
72429.00,Dealer service shops,Other small engine and small equipment repairers
72429.00,Independent service establishments,Other small engine and small equipment repairers
72500.00,Cargo handlers,Crane operators
72500.00,Construction companies,Crane operators
72500.00,Industrial companies,Crane operators
72500.00,Mining companies,Crane operators
72500.00,Railway companies,Crane operators
72501.00,Governments,Water well drillers
72501.00,Self-employed,Water well drillers
72501.00,Water well drilling contractors,Water well drillers
72600.01,Airline and air freight companies,Air pilots
72600.01,Flying schools,Air pilots
72600.01,Private and public sector aircraft operators,Air pilots
72600.02,Airline and air freight companies,Flight engineers
72600.02,Flying schools,Flight engineers
72600.02,Private and public sector aircraft operators,Flight engineers
72600.03,Airline and air freight companies,Flying instructors
72600.03,Flying schools,Flying instructors
72600.03,Private and public sector aircraft operators,Flying instructors
72601.01,Canadian Armed forces,Air traffic controllers
72601.01,NAV Canada,Air traffic controllers
72601.02,Airline and air services companies,Flight dispatchers
72601.02,Canadian Armed forces,Flight dispatchers
72601.03,Canadian Armed forces,Flight service specialists
72601.03,NAV Canada,Flight service specialists
72602.00,Federal government departments,"Deck officers, water transport"
72602.00,Marine transportation companies,"Deck officers, water transport"
72603.00,Federal government departments,"Engineer officers, water transport"
72603.00,Marine transportation companies,"Engineer officers, water transport"
72604.01,Railway transport companies,Railway traffic controllers
72604.02,Canadian Coast Guard,Marine traffic regulators
72604.02,Canal and lock authorities,Marine traffic regulators
72604.02,Harbours,Marine traffic regulators
72604.02,Ports,Marine traffic regulators
72999.01,Firearms fabrication and repair establishments,Gunsmiths
72999.01,Self-employed,Gunsmiths
72999.02,Lock service companies,Locksmiths
72999.02,Self-employed,Locksmiths
72999.03,Safe and vault service establishments,Safe and vault servicers
72999.03,Self-employed,Safe and vault servicers
72999.04,Saw repair shops,Saw fitters
72999.04,Self-employed,Saw fitters
72999.05,Fabricated metal products manufacturing companies,Die setters
72999.05,Machinery manufacturing companies,Die setters
72999.05,Transportation equipment manufacturing companies,Die setters
72999.06,Commercial diving contractors,Commercial divers
72999.06,Oil and gas companies with offshore operations,Commercial divers
72999.06,Shipping and marine construction companies,Commercial divers
73100.00,Cement and concrete contractors,Concrete finishers
73100.00,Construction companies,Concrete finishers
73100.00,Manufacturers of precast concrete products,Concrete finishers
73100.00,Self-employed,Concrete finishers
73101.00,Construction companies,Tilesetters
73101.00,Masonry contractors,Tilesetters
73101.00,Self-employed,Tilesetters
73102.01,Construction companies,Plasterers
73102.01,Plastering contractors,Plasterers
73102.01,Self-employed,Plasterers
73102.02,Construction companies,Drywall installers and finishers
73102.02,Drywalling contractors,Drywall installers and finishers
73102.02,Self-employed,Drywall installers and finishers
73102.03,Construction companies,Lathers
73102.03,Lathing contractors,Lathers
73102.03,Self-employed,Lathers
73110.01,General contractors,Roofers
73110.01,Roofing contractors,Roofers
73110.01,Self-employed,Roofers
73110.02,General contractors,Shinglers
73110.02,Roofing contractors,Shinglers
73110.02,Self-employed,Shinglers
73111.00,Construction glass installation contractors,Glaziers
73111.00,Glass fabrication shops,Glaziers
73111.00,Retail service and repair shops,Glaziers
73111.00,Self-employed,Glaziers
73112.00,Building maintenance contractors,Painters and decorators (except interior decorators)
73112.00,Construction companies,Painters and decorators (except interior decorators)
73112.00,Painting contractors,Painters and decorators (except interior decorators)
73112.00,Self-employment,Painters and decorators (except interior decorators)
73113.00,Carpet outlets,Floor covering installers
73113.00,Construction companies,Floor covering installers
73113.00,Floor-covering contractors,Floor covering installers
73113.00,Self-employed,Floor covering installers
73200.00,Companies specializing in specific product installation and service,Residential and commercial installers and servicers
73201.00,Building management companies,General building maintenance workers and building superintendents
73201.00,Condominium corporations,General building maintenance workers and building superintendents
73201.00,Educational institutions,General building maintenance workers and building superintendents
73201.00,Health care facilities,General building maintenance workers and building superintendents
73201.00,Industrial establishments,General building maintenance workers and building superintendents
73201.00,Other establishments,General building maintenance workers and building superintendents
73201.00,Recreational facilities,General building maintenance workers and building superintendents
73201.00,Religious establishments,General building maintenance workers and building superintendents
73201.00,Shopping facilities,General building maintenance workers and building superintendents
73202.00,Pest control companies,Pest controllers and fumigators
73202.00,Self-employed,Pest controllers and fumigators
73209.00,Product specialty repair shops,Other repairers and servicers
73209.00,Service establishments,Other repairers and servicers
73300.01,Employment service agencies,Long-haul transport truck drivers
73300.01,Manufacturing and distribution companies,Long-haul transport truck drivers
73300.01,Moving companies,Long-haul transport truck drivers
73300.01,Self-employed,Long-haul transport truck drivers
73300.01,Transportation companies,Long-haul transport truck drivers
73300.02,Employment service agencies,Short-haul and local transport truck drivers
73300.02,Manufacturing and distribution companies,Short-haul and local transport truck drivers
73300.02,Moving companies,Short-haul and local transport truck drivers
73300.02,Self-employed,Short-haul and local transport truck drivers
73300.02,Transportation companies,Short-haul and local transport truck drivers
73301.01,Private transportation companies,Bus and streetcar drivers
73301.01,Transportation authorities,Bus and streetcar drivers
73301.01,Urban transit systems,Bus and streetcar drivers
73301.02,Private transportation companies,School bus drivers
73301.02,School boards,School bus drivers
73301.03,Urban transit systems,Subway train and light rail transit operators
73310.01,Railway transport companies,Railway locomotive engineers
73310.02,Industrial or commercial users of rail transport,Yard locomotive engineers
73310.02,Railway transport companies,Yard locomotive engineers
73311.01,Railway transport companies,Railway conductors
73311.02,Railway transport companies,Brakemen
73400.00,Construction companies,Heavy equipment operators
73400.00,Heavy equipment contractors,Heavy equipment operators
73400.00,"Pipeline, logging and cargo handling companies",Heavy equipment operators
73400.00,Public works departments,Heavy equipment operators
73401.00,Commercial printing companies,Printing press operators
73401.00,In-house printing departments of private and public sector establishments,Printing press operators
73401.00,Publishing and printing companies,Printing press operators
73402.01,Drilling and blasting contractors,"Drillers - surface mining, quarrying and construction"
73402.01,"Mining, quarrying and construction companies","Drillers - surface mining, quarrying and construction"
73402.02,Drilling and blasting contractors,"Blasters - surface mining, quarrying and construction"
73402.02,"Mining, quarrying and construction companies","Blasters - surface mining, quarrying and construction"
74100.01,Canada Post Corporation,Mail sorters
74100.01,Courier services,Mail sorters
74100.01,Establishements throughout the private and public sector,Mail sorters
74100.01,Parcel express services,Mail sorters
74100.02,Canada Post Corporation,Mailroom clerks
74100.02,Courier services,Mailroom clerks
74100.02,Establishements throughout the private and public sector,Mailroom clerks
74100.02,Parcel express services,Mailroom clerks
74101.00,Canada Post Corporation,Letter carriers
74102.00,Courier service companies,Couriers and messengers
74102.00,Establishements throughout the private and public sector,Couriers and messengers
74200.01,Railway transport companies,Railway yard  workers
74200.02,Railway transport companies,Railway track maintenance workers
74201.01,Federal government departments,Engine room crew - water transport
74201.01,Marine transportation companies,Engine room crew - water transport
74201.02,Federal government departments,"Deck crew, water transport"
74201.02,Marine transportation companies,"Deck crew, water transport"
74202.00,Airline and air services companies,Air transport ramp attendants
74202.00,Federal government,Air transport ramp attendants
74203.00,Automobile and truck service and repair shops,Automotive and heavy truck and equipment parts installers and servicers
74203.00,"Construction, mining and logging companies",Automotive and heavy truck and equipment parts installers and servicers
74203.00,Service departments of industrial establishments,Automotive and heavy truck and equipment parts installers and servicers
74204.01,Waste treatment plants,Waterworks maintenance workers
74204.01,Water filtration and distribution plants,Waterworks maintenance workers
74204.02,Gas distribution companies,Gas maintenance workers
74205.00,"Municipal, provincial and territorial, and federal public works departments",Public works maintenance equipment operators and related workers
74205.00,Private contractors under contract with government public works departments,Public works maintenance equipment operators and related workers
75100.00,Marine cargo handling companies,Longshore workers
75100.00,Shipping agencies,Longshore workers
75100.00,Shipping lines,Longshore workers
75101.01,Manufacturing and processing companies,Material handlers (manual)
75101.01,Retail and wholesale warehouses,Material handlers (manual)
75101.01,"Transportation, storage and moving companies",Material handlers (manual)
75101.02,Manufacturing and processing companies,Material handlers (equipment operators)
75101.02,Retail and wholesale warehouses,Material handlers (equipment operators)
75101.02,"Transportation, storage and moving companies",Material handlers (equipment operators)
75110.00,Construction companies,Construction trades helpers and labourers
75110.00,Surface mine and quarry operators,Construction trades helpers and labourers
75110.00,Trade and labour contractors,Construction trades helpers and labourers
75119.00,"Manufacturing, utility and service companies",Other trades helpers and labourers
75200.01,Self-employed,Taxi and limousine drivers
75200.01,Taxi and transportation service companies,Taxi and limousine drivers
75200.02,Businesses,Chauffeurs
75200.02,Governments,Chauffeurs
75200.02,Organizations,Chauffeurs
75200.02,Private individuals,Chauffeurs
75201.00,Businesses and other establishments,Delivery service drivers and door-to-door distributors
75201.00,Courier and messenger service companies,Delivery service drivers and door-to-door distributors
75201.00,Dairies,Delivery service drivers and door-to-door distributors
75201.00,Drug stores,Delivery service drivers and door-to-door distributors
75201.00,Dry cleaners,Delivery service drivers and door-to-door distributors
75201.00,Mobile caterers,Delivery service drivers and door-to-door distributors
75201.00,Newspapers distributors,Delivery service drivers and door-to-door distributors
75201.00,Self-employed,Delivery service drivers and door-to-door distributors
75201.00,Take-out food establishments,Delivery service drivers and door-to-door distributors
75210.01,Cable ferry companies,Lock equipment operators
75210.01,"Canal, port and harbour authorities",Lock equipment operators
75210.01,Federal government,Lock equipment operators
75210.01,Ferry terminals,Lock equipment operators
75210.02,Cable ferry companies,Cable ferry operators
75210.02,Federal government,Cable ferry operators
75210.02,Ferry terminals,Cable ferry operators
75210.03,Cable ferry companies,Ferry terminal workers
75210.03,Federal government,Ferry terminal workers
75210.03,Ferry terminals,Ferry terminal workers
75210.04,"Canal, port and harbour authorities",Boat operators
75210.04,Marine companies that provide sightseeing tours or water taxi services,Boat operators
75210.04,Self-employed,Boat operators
75211.01,Railway transport companies,Railway labourers
75211.02,Motor transport companies,Motor transport labourers
75212.00,Private contractors under contract to governments,Public works and maintenance labourers
75212.00,Public works departments in all levels of government,Public works and maintenance labourers
80010.00,Commercial fishing companies,Managers in natural resources production and fishing
80010.00,Forestry and logging companies,Managers in natural resources production and fishing
80010.00,Mining and quarrying companies,Managers in natural resources production and fishing
80010.00,Oil and gas drilling companies,Managers in natural resources production and fishing
80010.00,Production and servicing operations,Managers in natural resources production and fishing
80020.00,Farms,Managers in agriculture
80020.00,Self-employed,Managers in agriculture
80021.00,Greenhouses,Managers in horticulture
80021.00,Nurseries,Managers in horticulture
80022.00,Commercial aquacultural farms,Managers in aquaculture
80022.00,Public or private fish hatcheries,Managers in aquaculture
80022.00,Self-employed,Managers in aquaculture
82010.00,Government agencies,"Supervisors, logging and forestry"
82010.00,Logging companies,"Supervisors, logging and forestry"
82010.00,Logging contractors,"Supervisors, logging and forestry"
82020.00,"Coal, metal and non-metallic mineral underground mines","Supervisors, mining and quarrying"
82020.00,Quarries,"Supervisors, mining and quarrying"
82021.00,Drilling and well service contracting companies,"Contractors and supervisors, oil and gas drilling and services"
82021.00,Petroleum producing companies,"Contractors and supervisors, oil and gas drilling and services"
82021.00,Self-employed,"Contractors and supervisors, oil and gas drilling and services"
82030.01,Establishments that provide agricultural services,Agricultural service contractors
82030.01,Self-employed,Agricultural service contractors
82030.02,General farms,Farm supervisors
82030.02,Specialty farms,Farm supervisors
82031.00,Cemeteries,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services"
82031.00,Landscaping companies,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services"
82031.00,Landscaping operations of public works departments and private establishments,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services"
82031.00,Lawn care companies,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services"
82031.00,Nurseries and greenhouses,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services"
82031.00,Tree service companies,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services"
83100.00,"Coal, metal and non-metallic mineral underground mines",Underground production and development miners
83100.00,"Specialized contractors in mine construction, shaft sinking and tunnelling",Underground production and development miners
83101.01,Drilling and well servicing contractors,Oil and gas well drillers and well servicers
83101.01,Petroleum producing companies,Oil and gas well drillers and well servicers
83101.02,Petroleum producing companies,"Oil and gas well loggers, testers and related workers"
83101.02,Well logging or testing companies,"Oil and gas well loggers, testers and related workers"
83110.00,Logging companies,Logging machinery operators
83110.00,Logging contractors,Logging machinery operators
83120.00,Establishments operating commercial fishing vessels,Fishing masters and officers
83121.00,Self-employed owner-operators of fishing vessels,Fishermen/women
84100.00,"Coal, metal and non-metallic mineral mines",Underground mine service and support workers
84101.01,Drilling and well service contractors,Oil and gas well drilling workers
84101.01,Petroleum producing companies,Oil and gas well drilling workers
84101.02,Drilling and well service contractors,Oil and gas well service operators
84101.02,Petroleum producing companies,Oil and gas well service operators
84110.00,Logging companies,Chain saw and skidder operators
84110.00,Logging contractors,Chain saw and skidder operators
84111.00,Government services,Silviculture and forestry workers
84111.00,Logging companies,Silviculture and forestry workers
84111.00,Logging contractors,Silviculture and forestry workers
84120.01,Crop farms,Specialized livestock workers
84120.01,Fruit farms,Specialized livestock workers
84120.01,Livestock farms,Specialized livestock workers
84120.01,Specialty farms,Specialized livestock workers
84120.01,Vegetable farms,Specialized livestock workers
84120.02,Crop farms,Farm machinery operators
84120.02,Fruit farms,Farm machinery operators
84120.02,Livestock farms,Farm machinery operators
84120.02,Specialty farms,Farm machinery operators
84120.02,Vegetable farms,Farm machinery operators
84121.00,Establishments that operate commercial fishing vessels,Fishing vessel deckhands
84121.00,Self-employed fishermen/women,Fishing vessel deckhands
85100.00,Crop farms,Livestock labourers
85100.00,Fruit and vegetable farms,Livestock labourers
85100.00,Livestock farms,Livestock labourers
85100.00,Specialty farms,Livestock labourers
85101.00,Crop farms,Harvesting labourers
85101.00,Fruit farms,Harvesting labourers
85101.00,Livestock farms,Harvesting labourers
85101.00,Specialty farms,Harvesting labourers
85101.00,Vegetable farms,Harvesting labourers
85102.00,Commercial aquacultural farms,Aquaculture and marine harvest labourers
85102.00,Public or private fish hatcheries,Aquaculture and marine harvest labourers
85103.00,Indoor and outdoor nurseries and greenhouses,Nursery and greenhouse labourers
85104.00,Self-employed,Trappers and hunters
85110.00,"Coal, metal and non-metallic mineral mines",Mine labourers
85111.00,Drilling and well servicing contractors,"Oil and gas drilling, servicing and related labourers"
85111.00,Petroleum producing companies,"Oil and gas drilling, servicing and related labourers"
85120.00,Logging companies,Logging and forestry labourers
85120.00,Logging contractors,Logging and forestry labourers
85121.00,Cemeteries,Landscaping and grounds maintenance labourers
85121.00,Golf courses,Landscaping and grounds maintenance labourers
85121.00,Landscaping and lawn care companies,Landscaping and grounds maintenance labourers
85121.00,Landscaping operations of public works departments and private establishments,Landscaping and grounds maintenance labourers
90010.00,Manufacturing companies,Manufacturing managers
90011.01,Private and public sector utilities,Water supply managers
90011.02,Private and public sector utilities,Electrical power distribution managers
90011.03,Heating fuel distribution companies,Natural gas and petroleum supply managers
90011.03,Private and public sector utilities,Natural gas and petroleum supply managers
90011.04,Private and public sector utilities,Water pollution control managers
90011.05,Private and public sector utilities,Waste systems managers
92010.00,Aluminum plants,"Supervisors, mineral and metal processing"
92010.00,Cement manufacturing plants,"Supervisors, mineral and metal processing"
92010.00,"Clay, glass and stone processing plants","Supervisors, mineral and metal processing"
92010.00,"Copper, lead and zinc refineries","Supervisors, mineral and metal processing"
92010.00,Foundries,"Supervisors, mineral and metal processing"
92010.00,Precious metal refineries,"Supervisors, mineral and metal processing"
92010.00,Steel mills,"Supervisors, mineral and metal processing"
92010.00,Uranium processing plants,"Supervisors, mineral and metal processing"
92011.00,Chemical and pharmaceutical companies,"Supervisors, petroleum, gas and chemical processing and utilities"
92011.00,Electric power utilities,"Supervisors, petroleum, gas and chemical processing and utilities"
92011.00,Petroleum and natural gas processing companies,"Supervisors, petroleum, gas and chemical processing and utilities"
92011.00,Pipeline and petrochemical companies,"Supervisors, petroleum, gas and chemical processing and utilities"
92011.00,Water and waste treatment utilities,"Supervisors, petroleum, gas and chemical processing and utilities"
92012.00,Bakeries,"Supervisors, food and beverage processing"
92012.00,Brewing companies,"Supervisors, food and beverage processing"
92012.00,Dairies,"Supervisors, food and beverage processing"
92012.00,Fish plants,"Supervisors, food and beverage processing"
92012.00,Flour mills,"Supervisors, food and beverage processing"
92012.00,"Food, beverage and tobacco processing establishments","Supervisors, food and beverage processing"
92012.00,Fruit and vegetable processing plants,"Supervisors, food and beverage processing"
92012.00,Meat plants,"Supervisors, food and beverage processing"
92012.00,Sugar refineries,"Supervisors, food and beverage processing"
92013.00,Plastic parts divisions of manufacturing companies,"Supervisors, plastic and rubber products manufacturing"
92013.00,Rubber and plastic products manufacturing companies,"Supervisors, plastic and rubber products manufacturing"
92014.00,Paper converting companies,"Supervisors, forest products processing"
92014.00,Planing mills,"Supervisors, forest products processing"
92014.00,Pulp and paper companies,"Supervisors, forest products processing"
92014.00,Sawmills,"Supervisors, forest products processing"
92014.00,Waferboard plants,"Supervisors, forest products processing"
92014.00,Wood processing plants,"Supervisors, forest products processing"
92014.00,Wood treatment plants,"Supervisors, forest products processing"
92015.00,Textile companies,"Supervisors, textile, fabric, fur and leather products processing and manufacturing"
92020.00,"Automobile, van and light truck manufacturing plants","Supervisors, motor vehicle assembling"
92021.00,Electronics manufacturing plants,"Supervisors, electronics and electrical products manufacturing"
92022.00,Furniture and fixtures manufacturing establishments,"Supervisors, furniture and fixtures manufacturing"
92023.00,Manufacturing companies,"Supervisors, other mechanical and metal products manufacturing"
92024.00,Manufacturing companies,"Supervisors, other products manufacturing and assembly"
92100.01,Electric power utilities,Power engineers
92100.01,Government and commercial establishments,Power engineers
92100.01,Hospitals,Power engineers
92100.01,Manufacturing plants,Power engineers
92100.01,Power generation plants,Power engineers
92100.01,Universities,Power engineers
92100.02,Electric power utilities,Power systems operators
92100.02,Government and commercial establishments,Power systems operators
92100.02,Hospitals,Power systems operators
92100.02,Manufacturing plants,Power systems operators
92100.02,Power generation plants,Power systems operators
92100.02,Universities,Power systems operators
92101.01,Industries,Water treatment plant operators
92101.01,Institutions,Water treatment plant operators
92101.01,Municipal governments,Water treatment plant operators
92101.02,Industries,Liquid waste plant operators
92101.02,Institutions,Liquid waste plant operators
92101.02,Municipal governments,Liquid waste plant operators
93100.00,Aluminum plants,"Central control and process operators, mineral and metal processing"
93100.00,Cement manufacturing plants,"Central control and process operators, mineral and metal processing"
93100.00,"Copper, lead and zinc refineries","Central control and process operators, mineral and metal processing"
93100.00,Precious metal refineries,"Central control and process operators, mineral and metal processing"
93100.00,Steel mills,"Central control and process operators, mineral and metal processing"
93100.00,Uranium processing plants,"Central control and process operators, mineral and metal processing"
93101.00,"Industrial, agricultural and specialty chemical companies","Central control and process operators, petroleum, gas and chemical processing"
93101.00,Petroleum and natural gas processing companies,"Central control and process operators, petroleum, gas and chemical processing"
93101.00,Pharmaceutical companies,"Central control and process operators, petroleum, gas and chemical processing"
93101.00,Pipeline and petrochemical companies,"Central control and process operators, petroleum, gas and chemical processing"
93102.00,Pulp and paper companies,"Pulping, papermaking and coating control operators"
93200.01,Aircraft and aircraft subassembly manufacturers,Aircraft assemblers
93200.02,Aircraft and aircraft subassembly manufacturers,Aircraft assembly inspectors
94100.00,Aluminum plants,"Machine operators, mineral and metal processing"
94100.00,Cement manufacturing plants,"Machine operators, mineral and metal processing"
94100.00,"Copper, lead and zinc refineries","Machine operators, mineral and metal processing"
94100.00,Precious metal refineries,"Machine operators, mineral and metal processing"
94100.00,Steel mills,"Machine operators, mineral and metal processing"
94100.00,Uranium processing plants,"Machine operators, mineral and metal processing"
94101.01,Foundry departments of metal products manufacturing companies,Mouldmakers and coremakers
94101.01,Metal foundries,Mouldmakers and coremakers
94101.02,Foundry departments of metal products manufacturing companies,Metal casters
94101.02,Metal foundries,Metal casters
94101.03,Foundry departments of metal products manufacturing companies,Foundry furnace operators
94101.03,Metal foundries,Foundry furnace operators
94102.01,Glass and glass products manufacturing companies,Glass process control operators
94102.02,Glass and glass products manufacturing companies,Glass forming machine operators
94102.03,Glass and glass products manufacturing companies,Glass finishing machine operators
94102.04,Glass and glass products manufacturing companies,Glass cutters
94103.01,Concrete products manufacturing companies,Concrete products forming and finiching machine operators and workers
94103.02,Clay products manufacturing companies,Clay products forming and finishing machine operators
94103.03,Stone products manufacturing companies,Stone forming and finishing workers
94104.00,Aluminum plants,"Inspectors and testers, mineral and metal processing"
94104.00,Cement manufacturing plants,"Inspectors and testers, mineral and metal processing"
94104.00,"Clay, glass and stone processing plants","Inspectors and testers, mineral and metal processing"
94104.00,"Copper, lead and zinc refineries","Inspectors and testers, mineral and metal processing"
94104.00,Foundries,"Inspectors and testers, mineral and metal processing"
94104.00,Precious metal refineries,"Inspectors and testers, mineral and metal processing"
94104.00,Steel mills,"Inspectors and testers, mineral and metal processing"
94104.00,Uranium processing plants,"Inspectors and testers, mineral and metal processing"
94105.01,Boiler and platework manufacturing companies,Metalworking machine operators
94105.01,Heavy machinery manufacturing companies,Metalworking machine operators
94105.01,Light metal products manufacturing companies,Metalworking machine operators
94105.01,Sheet metal products manufacturing companies,Metalworking machine operators
94105.01,Sheet metal shops,Metalworking machine operators
94105.01,Shipbuilding industry,Metalworking machine operators
94105.01,Structural steel fabrication companies,Metalworking machine operators
94105.02,Fabricated metal products industry,Forging machine operators
94105.02,Machinery industry,Forging machine operators
94105.02,Transportation equipment industries,Forging machine operators
94106.00,Machine shops,Machining tool operators
94106.00,Metal products and other manufacturing companies,Machining tool operators
94107.00,Metal products manufacturing companies,Machine operators of other metal products
