OaSIS profile code,Employment requirement
72201.00,Additional construction electrician certification may be required for industrial electricians when the employers are not owners of the industrial electrical equipment.
72201.00,Red Seal endorsement is also available to qualified industrial electricians upon successful completion of the interprovincial Red Seal examination.
72202.00,Completion of secondary school is usually required.
72202.00,Completion of a four-year apprenticeship program for power system electricians ora combination of over four years of work experience in the trade and some college or industry courses in electrical technology is usually required.
72202.00,"Trade certification is available, but voluntary, in Manitoba, Alberta, the Yukon, the Northwest Territories and Nunavut."
72203.00,Completion of secondary school is usually required.
72203.00,"Completion of a provincial three- or four-year lineman/woman apprenticeship program ora combination of over four years of work experience in the trade and some high school, college or industry courses in electrical technology is usually required for electrical power line and cable workers."
72203.00,"Trade certification for powerline technicians is available, but voluntary, in Newfoundland and Labrador, Nova Scotia, Prince Edward Island, New Brunswick, Ontario, Saskatchewan, Alberta, British Columbia, the Yukon, the Northwest Territories and Nunavut."
72203.00,"Trade certification for powerline technicians (construction) is available, but voluntary, in Newfoundland and Labrador."
72203.00,"Trade certification for distribution construction linemen/women is available, but voluntary, in New Brunswick."
72203.00,Red Seal endorsement is also available to qualified powerline technicians upon successful completion of the interprovincial Red Seal examination.
72204.00,Completion of secondary school is required.
72204.00,"For telecommunication line and cable installers and repairers, completion of a four-year telecommunications line and cable apprenticeship program or a combination of over three years work experience in the trade and some industry- related or other specialized courses or completion of a two-year college program in electronics is usually required."
72204.00,"For cable television maintenance technicians, completion of a college program in electronics or a combination of college, correspondence or industry courses related to electronics and electrical systems and on-the-job training or completion of a four-year cable television technician apprenticeship program is required."
72204.00,"Trade certification for network cabling specialists is available, but voluntary, in Ontario."
72205.01,Completion of secondary school is required.
72205.01,"Telephone and switch network installers and repairers require completion of an apprenticeship program ranging from three to four years ora combination of over three years work experience in the trade and some high school, college or industry related courses."
72205.02,Completion of secondary school is required.
72205.02,"Telephone and switch network installers and repairers require completion of an apprenticeship program ranging from three to four years ora combination of over three years work experience in the trade and some high school, college or industry related courses."
72205.03,Completion of secondary school is required.
72205.03,Experience as an installer and repairer (telephone and switch network) is usually required for service testers.
72205.04,Completion of secondary school is required.
72205.04,Telecommunications equipment technicians usually require completion of a college electrical and electronics program and several months of on-the-job training orcompletion of a three- or four-year apprenticeship training program.
72205.04,"Trade certification for communication technicians is available, but voluntary, in Nova Scotia, Alberta, British Columbia, the Northwest Territories and Nunavut."
72205.05,Completion of secondary school is required.
72205.05,"Cable television service technicians require completion of a college program in electronics or a combination of college, correspondence or industry courses related to electronics and electrical systems and on-the-job training or completion of a four-year cable television technician apprenticeship program."
72300.00,Completion of secondary school is usually required.
72300.00,"Completion of a four- to five-year apprenticeship program ora combination of over five years of work experience in the trade and some high school, college or industry courses in plumbing is usually required to be eligible for trade certification."
72300.00,"Trade certification is compulsory in Nova Scotia, Prince Edward Island, New Brunswick, Quebec, Ontario, Saskatchewan and Alberta and available, but voluntary, in Newfoundland and Labrador, Manitoba, British Columbia, the Yukon, the Northwest Territories and Nunavut."
72300.00,Red Seal endorsement is also available to qualified plumbers upon successful completion of the interprovincial Red Seal examination.
72301.01,Completion of secondary school is usually required.
72301.01,"Completion of a four- to five-year apprenticeship program ora combination of over five years of work experience in the trade and some high school, college or industry courses in steamfitting, pipefitting or sprinkler system installation is usually required to be eligible for trade certification."
72301.01,"Steamfitter-pipefitter trade certification is compulsory in Nova Scotia, Prince Edward Island, New Brunswick, Quebec, Ontario, Manitoba and Alberta and available, but voluntary, in all other provinces and the territories."
72301.01,Steamfitter-pipefitter (non-construction) trade certification is compulsory in Quebec.
72301.01,Red Seal endorsement is also available to qualified steamfitters-pipefitters and sprinkler system installers upon successful completion of the interprovincial Red Seal examination.
72301.02,Completion of secondary school is usually required.
72301.02,"Completion of a four- to five-year apprenticeship program ora combination of over five years of work experience in the trade and some high school, college or industry courses in steamfitting, pipefitting or sprinkler system installation is usually required to be eligible for trade certification."
72301.02,"Sprinkler system installer trade certification is compulsory in Nova Scotia, New Brunswick, Quebec and Manitoba and available, but voluntary, in all other provinces and the territories."
72301.02,Sprinkler system installer (non-construction) trade certification is compulsory in Quebec.
72301.02,Red Seal endorsement is also available to qualified steamfitters-pipefitters and sprinkler system installers upon successful completion of the interprovincial Red Seal examination.
72302.00,Completion of secondary school is usually required.
72302.00,"Completion of a two- or three-year gas fitter apprenticeship program orseveral years of work experience in a pipefitting trade and completion of a high school, college or industry gas fitter program are required."
72302.00,"Gas fitter trade certification is compulsory in Nova Scotia, Quebec, Alberta, British Columbia, the Yukon, the Northwest Territories and Nunavut."
72302.00,A provincial gas fitter licence is usually required.
72310.00,Completion of secondary school is usually required.
72310.00,"Completion of a three- to four-year apprenticeship program ora combination of over four years of work experience in the trade and some high school, college or industry courses in carpentry is usually required to be eligible for trade certification."
72310.00,"Trade certification for carpenters is compulsory in Quebec and available, but voluntary, in all other provinces and the territories."
72310.00,"Trade certification for framers is available, but voluntary, in Saskatchewan."
72310.00,Red Seal endorsement is also available to qualified carpenters upon successful completion of the interprovincial Red Seal examination.
72311.00,Completion of secondary school is usually required.
72311.00,Completion of a four-year apprenticeship program ora combination of over four years of work experience in the trade and some high school or college courses in cabinetmaking is usually required to be eligible for trade certification.
72311.00,"Trade certification is available, but voluntary, in all provinces and territories."
72311.00,Red Seal endorsement is also available to qualified cabinetmakers upon successful completion of the interprovincial Red Seal examination.
72320.00,Completion of secondary school is usually required.
72320.00,"Completion of a three- to four-year apprenticeship program ora combination of over four years of work experience in the trade and some high school, college or industry courses in bricklaying is usually required to be eligible for trade certification."
72320.00,"Trade certification for bricklayers is compulsory in Nova Scotia, New Brunswick and Quebec and available, but voluntary, in all other provinces and the Yukon."
72320.00,"Trade certification for stonemasons is available, but voluntary, in Newfoundland and Labrador."
72320.00,"Trade certification for restoration stone masons is available, but voluntary, in Nova Scotia."
72320.00,Red Seal endorsement is also available to qualified bricklayers upon successful completion of the interprovincial Red Seal examination.
72321.00,Completion of secondary school is usually required.
72321.00,"Completion of a three- to four-year apprenticeship program ora combination of over four years of work experience in the trade and some high school, college or industry courses in insulating is usually required to be eligible for trade certification."
72321.00,"Trade certification for insulators (heat and frost) is compulsory in Quebec and available, but voluntary, in Newfoundland and Labrador, Nova Scotia, Prince Edward Island, New Brunswick, Manitoba, Saskatchewan, Alberta, British Columbia, the Yukon, the Northwest Territories and Nunavut."
72321.00,Red Seal endorsement is also available to qualified insulators (heat and frost) upon successful completion of the interprovincial Red Seal examination.
72400.01,Completion of secondary school and training courses or a vocational program is usually required.
72400.01,Completion of a three- to four-year apprenticeship program ora combination of over five years of work experience and industry courses in industrial machinery repair or millwrighting is usually required to be eligible for trade certification.
72400.01,"Industrial mechanic (millwright) trade certification is available, but voluntary, in all provinces and territories."
72400.01,"Construction millwright trade certification is available, but voluntary, in Quebec and Ontario."
72400.01,Red Seal endorsement is also available to qualified industrial mechanics or millwrights upon successful completion of the interprovincial Red Seal examination.
72400.02,Textile machinery mechanics hired from other industries may require additional training in textile processes and experience as a textile manufacturing machinery operator.
72400.02,"Industrial sewing machine mechanic trade certification is available, but voluntary, in Quebec."
72401.00,Completion of a three- to five-year apprenticeship program ora combination of over four years of work experience and industry courses in heavy equipment repair is usually required to be eligible for trade certification.
72401.00,"Agricultural equipment technician trade certification is available, but voluntary, in Newfoundland and Labrador, Nova Scotia, Prince Edward Island, New Brunswick, Ontario, Manitoba, Saskatchewan, Alberta and British Columbia."
72401.00,"Heavy-duty equipment technician trade certification is compulsory in Quebec (only in the construction industry) and Alberta and available, but voluntary, in all other provinces and the territories."
72401.00,Completion of secondary school and training courses or a vocational program is usually required.
72401.00,Red Seal endorsement is also available to qualified heavy duty equipment technicians and agricultural equipment technicians upon successful completion of the interprovincial Red Seal examination.
72402.00,Completion of secondary school and training courses or a vocational program is usually required.
72402.00,Completion of a three- to five-year apprenticeship program ora combination of over five years of work experience and industry courses in refrigeration and air conditioning repair is usually required to be eligible for trade certification.
72402.00,"Trade certification for refrigeration and air conditioning mechanics is compulsory in Nova Scotia, New Brunswick, Quebec, Ontario, Manitoba, Saskatchewan and Alberta and available, but voluntary, in all other provinces and the territories."
72402.00,"Trade certification for transport refrigeration mechanics is available, but voluntary, in New Brunswick and Alberta."
72402.00,Red Seal endorsement is also available to qualified refrigeration and air conditioning mechanics upon successful completion of the interprovincial Red Seal examination.
72403.00,Completion of secondary school is usually required.
72403.00,Completion of an industry-offered apprenticeship program or three to four years of on-the-job training is usually required.
72403.00,"Trade certification is available, but voluntary, in Ontario, Manitoba and British Columbia."
72404.01,Completion of secondary school is required.
72404.01,A college diploma in aircraft maintenance orcompletion of a four-year apprenticeship program is usually required.
72404.01,Several years of on-the-job training are required for aircraft mechanics.
72404.01,Aircraft mechanics and inspectors who sign maintenance releases and certify airworthiness require an Aircraft Maintenance Engineer's (AME) licence issued by Transport Canada.
72404.01,"Trade certification for aircraft maintenance engineers is available, but voluntary, in Ontario, the Northwest Territories and Nunavut."
72404.01,"Trade certification for aircraft structural technicians is available, but voluntary, in British Columbia."
72404.01,"Industry certification from the Canadian Aviation Maintenance Council for some occupations in this unit group is available, but voluntary."
72404.02,Aircraft mechanics and inspectors who sign maintenance releases and certify airworthiness require an Aircraft Maintenance Engineer's (AME) licence issued by Transport Canada.
72404.02,"Industry certification from the Canadian Aviation Maintenance Council for some occupations in this unit group is available, but voluntary."
72404.02,Aircraft inspectors require several years of experience as an aircraft mechanic.
72405.00,Completion of secondary school is usually required.
72405.00,"Completion of a mechanical apprenticeship program, such as millwrighting, machining, pipefitting, automotive service or heavy equipment repair orcompletion of a four-year machine fitter apprenticeship program orcompletion of five years of on-the-job training is usually required."
72405.00,Completion of a two- to three-year college program in aircraft manufacturing or general fabrication is required for aircraft engine fitters.
72405.00,Certification in a related trade may be required.
72406.00,Completion of secondary school is usually required.
72406.00,"Completion of a four- to five-year apprenticeship program ora combination of over four years of work experience in the trade and some high school, college or industry courses in elevator construction or repair is usually required to be eligible for trade certification."
72406.00,"Elevator constructor and mechanic trade certification is compulsory in Quebec and Alberta and available, but voluntary, in British Columbia, the Northwest Territories and Nunavut."
72410.01,Completion of secondary school and training courses or a vocational program are usually required.
72410.01,Completion of a four-year automotive service technician apprenticeship program ora combination of over four years of work experience and industry courses in automotive technology is required to be eligible for trade certification.
72410.01,"Trade certification for automotive service technicians is compulsory in Nova Scotia, Prince Edward Island, New Brunswick, Ontario and Alberta and available, but voluntary, in Newfoundland and Labrador, Quebec, Manitoba, Saskatchewan, British Columbia, the Yukon, the Northwest Territories and Nunavut."
72410.01,Automotive service technician (transmission) trade certification is compulsory in Ontario.
72410.01,"Automotive service technician (steering, suspension and brakes) trade certification is compulsory in New Brunswick and Ontario."
72410.01,"Automotive service technician (service station mechanic) trade certification is compulsory in Nova Scotia and available, but voluntary, in Prince Edward Island."
72410.01,Red Seal endorsement is also available to qualified automotive service technicians upon successful completion of the interprovincial Red Seal examination.
72410.02,Completion of secondary school and training courses or a vocational program are usually required.
72410.02,On-the-job training of two to three years is provided by employers.
72410.03,Completion of secondary school and training courses or a vocational program are usually required.
72410.03,Completion of a four-year truck and transport mechanic or truck-trailer repair apprenticeship ora combination of over four years of work experience and industry courses in truck or heavy duty equipment mechanics is required to be eligible for trade certification.
72410.03,"Trade certification for truck and transport mechanics is compulsory in Nova Scotia, Ontario and Alberta and available, but voluntary, in Newfoundland and Labrador, Prince Edward Island, New Brunswick, Quebec, Manitoba, Saskatchewan, British Columbia and the Yukon."
72410.03,"Transport trailer technician trade certification is compulsory in Ontario and available, but voluntary, in Newfoundland and Labrador, Nova Scotia, Prince Edward Island, New Brunswick, Manitoba, British Columbia and the Yukon."
72410.03,Red Seal endorsement is also available to qualified truck-trailer repairers and truck and transport mechanics upon successful completion of the interprovincial Red Seal examination.
72411.00,"Auto body repairer certification is compulsory in Ontario and Alberta and available, but voluntary, in the Yukon and the Northwest Territories."
72411.00,Red Seal endorsement is also available to qualified automotive refinishing technicians upon successful completion of the interprovincial Red Seal examination.
72411.00,Completion of secondary school is usually required.
72411.00,Auto glass industry certification is usually required.
72411.00,A combination of two- to three-year of relevant automotive experience and education is usually required.
72411.00,One to two years of on-the-job training are provided.
72411.00,Completion of a three- to four-year auto body and collision damage technician  apprenticeship program ora combination of over three years of work experience in the auto body and collision technician trade and completion of a professional or college automotive body repair program is usually required to be eligible for trade certification.
72411.00,Completion of a two- to three-year automotive painter apprenticeship program ora combination of one year of work experience in the automotive refinishing technicians trade and completion of a high school or college automotive painting program is usually required for automotive refinishing technicians trade certification.
72411.00,"Trade certification for auto body and collision technician is compulsory in Nova Scotia, Ontario and Alberta and available, but voluntary, in Newfoundland and Labrador, Prince Edward Island, New Brunswick, Manitoba, Saskatchewan, British Columbia, the Yukon, the Northwest Territories and Nunavut."
72411.00,Red Seal endorsement is also available to qualified auto body and collision technician  upon successful completion of the interprovincial Red Seal examination.
72411.00,"Automotive refinishing technicians certification is compulsory in Alberta and available, but voluntary, in Newfoundland and Labrador, Nova Scotia, Prince Edward Island, New Brunswick, Ontario, Manitoba, Saskatchewan, British Columbia, the Yukon and the Northwest Territories."
72411.00,"Apprenticeship training and trade certification for automotive glass technicians is available, but voluntary, in Nova Scotia, Ontario and British Columbia."
72420.00,Completion of secondary school and training courses or a vocational program is usually required.
72420.00,Completion of a three- to four-year apprenticeship program ora combination of over four years of work experience and industry courses in heating systems installation and repair is usually required for trade certification.
72420.00,"Oil heat system technician trade certification is compulsory in Nova Scotia and New Brunswick and is available, but voluntary, in Newfoundland and Labrador, Prince Edward Island, British Columbia, the Yukon, the Northwest Territories and Nunavut."
72420.00,Red Seal endorsement is also available to qualified oil heat system technicians upon successful completion of the interprovincial Red Seal examination.
72421.01,Completion of secondary school and training courses or a vocational program is usually required.
72421.01,Small appliance repairers usually require some specialized college or high school courses or several months of on-the-job training.
72421.01,"Appliance service technician, or appliance serviceperson, trade certification is compulsory in Alberta and available, but voluntary, in Newfoundland and Labrador, Nova Scotia, Prince Edward Island, New Brunswick, Quebec, Ontario, British Columbia, the Northwest Territories and Nunavut."
72421.01,"A provincial gas fitter licence, or gas appliance technician certificate, may be required for gas appliance service technicians."
72421.01,Red Seal endorsement is also available to qualified appliance service technicians upon successful completion of the interprovincial Red Seal examination.
72421.02,Completion of secondary school and training courses or a vocational program is usually required.
72421.02,Major appliance repairers/technicians require some secondary school education and completion of a college program in appliance repair orcompletion of a three- or four-year apprenticeship program in appliance repair.
72421.02,"Appliance service technician, or appliance serviceperson, trade certification is compulsory in Alberta and available, but voluntary, in Newfoundland and Labrador, Nova Scotia, Prince Edward Island, New Brunswick, Quebec, Ontario, British Columbia, the Northwest Territories and Nunavut."
72421.02,"A provincial gas fitter licence, or gas appliance technician certificate, may be required for gas appliance service technicians."
72421.02,Red Seal endorsement is also available to qualified appliance service technicians upon successful completion of the interprovincial Red Seal examination.
72422.00,Completion of secondary school and training courses or a vocational program is usually required.
72422.00,Completion of a four-year apprenticeship program ora combination of over four years of work experience and industry courses in electrical mechanics is usually required for trade certification.
72422.00,"Trade certification as an electric motor system technician is available, but voluntary, in Newfoundland and Labrador, Nova Scotia, Prince Edward Island, New Brunswick, Ontario, Manitoba, Alberta, British Columbia, the Yukon and Nunavut."
72422.00,"Electrical motor and equipment repairer - winding trade certification is available, but voluntary, in Quebec."
72422.00,"Electrical motor system technician (electrical utility) trade certification is available, but voluntary, in New Brunswick."
72422.00,Red Seal endorsement is also available to qualified electric motor system technicians upon successful completion of the interprovincial Red Seal examination.
72423.01,Completion of secondary school and training courses or a vocational program is usually required.
72423.01,"For motorcycle mechanics, completion of a three- to four-year apprenticeship program ora combination of over three years of work experience and high school or college courses in motorcycle repair is usually required to be eligible for trade certification."
72423.01,"Motorcycle mechanic trade certification is compulsory in Ontario and Alberta and available, but voluntary, in Newfoundland and Labrador, Nova Scotia, Prince Edward Island, New Brunswick and British Columbia."
72423.01,Red Seal endorsement is also available to qualified recreation vehicle service technicians upon successful completion of the interprovincial Red Seal examination.
72423.01,Other mechanics in this unit group may require several years of on-the-job training.
72423.02,"For recreation vehicle technicians, completion of a two- to four-year apprenticeship program or college, high school or industry courses combined with several years of related work experience or several years of on-the-job training are required."
72423.02,"Trade certification for recreation vehicle service technicians is compulsory in Alberta and available, but voluntary, in Newfoundland and Labrador, Nova Scotia, Prince Edward Island, New Brunswick, Quebec, Ontario, Manitoba, British Columbia and the Yukon."
72423.02,Red Seal endorsement is also available to qualified recreation vehicle service technicians upon successful completion of the interprovincial Red Seal examination.
72429.00,Completion of secondary school and training courses or a vocational program is usually required.
72429.00,Completion of a three- to four-year apprenticeship program in small engine or equipment repair ora combination of several years of work experience and high school or college courses in small engine or equipment repair are usually required for trade certification.
72429.00,"Small engine or equipment mechanic trade certification is available, but voluntary, in Newfoundland and Labrador, Prince Edward Island, New Brunswick, Ontario and Nunavut."
72429.00,"Inboard/outboard mechanic trade certification is available, but voluntary, in Ontario and British Columbia."
72429.00,"Outdoor power equipment technician trade certification, for specified types of equipment, is available, but voluntary, in Manitoba, Alberta, British Columbia, the Yukon, the Northwest Territories and Nunavut."
72500.00,Completion of secondary school is usually required.
72500.00,Completion of a one- to three-year apprenticeship program orindustry courses in crane operating are usually required.
72500.00,"Mobile crane operator trade certification, for specified types of cranes, is compulsory in Nova Scotia, New Brunswick, Quebec, Ontario, Manitoba, Alberta and British Columbia and available, but voluntary, in all other provinces and the Northwest Territories."
72500.00,"Tower crane operator trade certification is compulsory in Newfoundland and Labrador, Nova Scotia, Quebec, Ontario, Manitoba, Alberta and British Columbia and available, but voluntary, in Prince Edward Island."
72500.00,"Hoist operator trade certification, for specified types of cranes, is compulsory in Quebec, Ontario, Manitoba, Alberta and British Columbia and is available, but voluntary, in New Brunswick, Saskatchewan, the Northwest Territories and Nunavut."
72500.00,Mobile crane operators may require a provincial licence to drive mobile cranes on public roads.
72500.00,Internal company certification as a crane operator may be required by some employers.
72500.00,Red Seal endorsement is also available to qualified mobile crane and tower crane operators upon successful completion of the interprovincial Red Seal examination.
72501.00,Completion of secondary school is usually required.
72501.00,Completion of a two- to three-year water well drilling apprenticeship program ortwo to three years of work experience in the trade combined with college or industry courses in water well drilling is usually required to be eligible for trade certification.
72501.00,"Trade certification is available, but voluntary, in New Brunswick, Ontario, Saskatchewan, Alberta and British Columbia."
72600.01,Completion of secondary school and graduation from a certified flying or aviation school are required.
72600.01,A university degree or college diploma may be required.
72600.01,Additional licences or endorsements to fly different types of aircraft are required.
72600.01,Structured training is provided by employers.
72600.01,A commercial pilot's licence (more than 200 hours of flight experience) or an air transport pilot's licence (more than 1500 hours of flight experience) is required.
72600.02,Completion of secondary school and graduation from a certified flying or aviation school are required.
72600.02,A university degree or college diploma may be required.
72600.02,A commercial pilot's or an air transport pilot's licence is required.
72600.02,Additional licences or endorsements to fly different types of aircraft are required.
72600.02,Flight engineers require a flight engineer licence issued by Transport Canada.
72600.02,Structured training is provided by employers.
72600.03,Completion of secondary school and graduation from a certified flying or aviation school are required.
72600.03,A university degree or college diploma may be required.
72600.03,Transport Canada ratings and endorsements to provide instructions on different types of aircraft are required.
72600.03,A commercial pilot's licence (more than 200 hours of flight experience) or an air transport pilot's licence (more than 1500 hours of flight experience) is required.
72601.01,Completion of secondary school is required.
72601.01,A basic radio telephone operator's licence is required.
72601.01,Air traffic controllers and flight service specialists require completion of a NAV Canada training program which includes structured in-class and on-the-job training.
72601.01,Air traffic controllers require an air traffic controller's licence.
72601.02,Completion of secondary school is required.
72601.02,A basic radio telephone operator's licence is required.
72601.02,Flight dispatchers may require experience in air traffic control or flight operations and may require a private pilot's licence.
72601.03,Completion of secondary school is required.
72601.03,A basic radio telephone operator's licence is required.
72601.03,Air traffic controllers and flight service specialists require completion of a NAV Canada training program which includes structured in-class and on-the-job training.
72602.00,Completion of secondary school is required.
72602.00,Completion of deck officer cadet program from an approved nautical institute orone to three years of experience as a member of a deck crew is required.
72602.00,"A deck officer certificate of competency, issued by Transport Canada, is required."
72602.00,"For ship pilots, a ship pilot licence and a master certificate of competency are required."
72603.00,Completion of secondary school is required.
72603.00,Completion of a three-year cadet program in marine engineering from an approved marine training institute orapproximately three years of experience as an engine room crew member and six months of formal training at an approved marine training institute orapproximately three years of experience as an engine mechanic and six months of experience as an engine room crew member are required for certification as a fourth class marine engineer.
72603.00,"A marine engineer officer certificate of competency, issued by Transport Canada, is required."
72604.01,Railway traffic controllers usually require completion of secondary school and several years of experience in the railway industry.
72604.01,Up to 35 weeks of a combination of classroom and on-the-job training is provided for railway traffic controllers.
72604.01,Railway traffic controllers require a Canadian Rail Operating Rules certificate.
72604.02,Marine traffic regulators require completion of secondary school and several months of formal traffic regulator training.
72999.01,Completion of secondary school is usually required.
72999.01,"Completion of a two- to four-year apprenticeship program in a relevant trade, such as locksmith or saw fitterorcollege, high school or industry courses combined with several years of related work experience orseveral years of on-the-job training are required."
72999.01,Provincial trade certification or licensing may be required for other occupations in this unit group.
72999.02,Completion of secondary school is usually required.
72999.02,"Completion of a two- to four-year apprenticeship program in a relevant trade, such as locksmith or saw fitterorcollege, high school or industry courses combined with several years of related work experience orseveral years of on-the-job training are required."
72999.02,"Trade certification for locksmiths is available, but voluntary, in Nova Scotia, New Brunswick, Saskatchewan, Alberta, British Columbia, the Northwest Territories and Nunavut."
72999.02,Provincial trade certification or licensing may be required for other occupations in this unit group.
72999.03,Completion of secondary school is usually required.
72999.03,"Completion of a two- to four-year apprenticeship program in a relevant trade, such as locksmith or saw fitterorcollege, high school or industry courses combined with several years of related work experience orseveral years of on-the-job training are required."
72999.03,Provincial trade certification or licensing may be required for other occupations in this unit group.
72999.04,Completion of secondary school is usually required.
72999.04,"Completion of a two- to four-year apprenticeship program in a relevant trade, such as locksmith or saw fitterorcollege, high school or industry courses combined with several years of related work experience orseveral years of on-the-job training are required."
72999.04,"Sawfiler/fitter and sawfitter trade certification is available, but voluntary, in Quebec, British Columbia and the Yukon."
72999.05,Completion of secondary school is usually required.
72999.05,"Completion of a two- to four-year apprenticeship program in a relevant trade, such as locksmith or saw fitterorcollege, high school or industry courses combined with several years of related work experience orseveral years of on-the-job training are required."
72999.05,Provincial trade certification or licensing may be required for other occupations in this unit group.
72999.06,"Commercial divers must meet the requirements of CSA Standard Z275.4-02, Competency Standard for Diving Operations."
72999.06,"Commercial divers require an Occupational Diver Certificate of Competency issued by the Diver Certification Board of Canada (DCBC) or qualification earned through a formal education program, training courses in diving or a combination of education and practical experience."
72999.06,Commercial divers require certification of competency and a diving medical examination from an approved hyperbaric physician.
72999.06,Commercial divers may require military or police diving experience.
72999.06,Commercial divers usually require a provincial blaster's licence for the setting and detonation of explosives.
73100.00,Completion of secondary school is usually required.
73100.00,"Completion of a two- to four-year apprenticeship program orover three years of work experience in the trade and some high school, college or industry courses in cement finishing are usually required to be eligible for trade certification."
73100.00,"Trade certification for concrete finishers is compulsory in Quebec and available, but voluntary, in Newfoundland and Labrador, Nova Scotia, Prince Edward Island, New Brunswick, Manitoba, Alberta and British Columbia."
73100.00,"Trade certification for cement masons is available, but voluntary, in Ontario."
73100.00,Red Seal endorsement is also available to qualified concrete finishers upon successful completion of the interprovincial Red Seal examination.
73101.00,Completion of secondary school is usually required.
73101.00,"Completion of a three- or four-year apprenticeship program ora combination of over three years of work experience in the trade and some high school, college or industry courses in tilesetting is usually required to be eligible for trade certification."
73101.00,"Trade certification for tilesetters is compulsory in Quebec and available, but voluntary, in Newfoundland and Labrador, Nova Scotia, Prince Edward Island, New Brunswick, Ontario, Saskatchewan, Alberta and British Columbia."
73101.00,Red Seal endorsement is also available to qualified tilesetters upon successful completion of the interprovincial Red Seal examination.
73102.01,Completion of secondary school is usually required.
73102.01,"Completion of a three- or four-year apprenticeship program in plastering, drywalling or lathing ora combination of over three years of work experience and some high school, college or industry courses in plastering, drywalling or lathing is usually required."
73102.01,"Plasterer trade certification is compulsory in Quebec and available, but voluntary, in Ontario, Saskatchewan and British Columbia."
73102.02,Completion of secondary school is usually required.
73102.02,"Completion of a three- or four-year apprenticeship program in plastering, drywalling or lathing ora combination of over three years of work experience and some high school, college or industry courses in plastering, drywalling or lathing is usually required."
73102.02,"Drywall installer and finisher trade certification is available, but voluntary, in British Columbia."
73102.03,Completion of secondary school is usually required.
73102.03,"Completion of a three- or four-year apprenticeship program in plastering, drywalling or lathing ora combination of over three years of work experience and some high school, college or industry courses in plastering, drywalling or lathing is usually required."
73102.03,"Trade certification for lathers (interior systems mechanics) is compulsory in Quebec and available, but voluntary, in all other provinces and the Yukon."
73102.03,Red Seal endorsement is also available to qualified lathers (interior systems mechanic) upon successful completion of the interprovincial Red Seal examination.
73110.01,Completion of secondary school is usually required.
73110.01,"For roofers, completion of a two- to three-year apprenticeship program orover three years of work experience in the trade are usually required to be eligible for trade certification."
73110.01,"Roofing trade certification is compulsory in Quebec and available, but voluntary, in all other provinces and the territories."
73110.01,"Trade certification for residential steep roofers is available, but voluntary, in British Columbia."
73110.02,Completion of secondary school is usually required.
73110.02,Shinglers require one to two years of on-the-job training.
73111.00,Completion of secondary school is usually required.
73111.00,"Completion of a three- or four-year apprenticeship program ora combination of over four years of work experience in the trade and some high school, college or industry courses in glazing is usually required to be eligible for trade certification."
73111.00,"Trade certification for glaziers is compulsory in Quebec and available, but voluntary, in all other provinces and the territories."
73111.00,Red Seal endorsement is also available to qualified glaziers upon successful completion of the interprovincial Red Seal examination.
73112.00,Completion of secondary school is usually required.
73112.00,Completion of a three- to four-year apprenticeship program orover three years of work experience in the trade is usually required to be eligible for trade certification.
73112.00,"Trade certification for painters and decorators is compulsory in Quebec and available, but voluntary, in all other provinces and the territories."
73112.00,Red Seal endorsement is also available to qualified painters and decorators upon successful completion of the interprovincial Red Seal examination.
73113.00,Completion of secondary school is usually required.
73113.00,Completion of a two- to three-year apprenticeship program orover four years of work experience in the trade and some courses in floor covering installation are usually required to be eligible for trade certification.
73113.00,"Trade certification for floor covering installers is compulsory in Quebec and available, but voluntary, in Newfoundland and Labrador, Nova Scotia, Prince Edward Island, New Brunswick, Ontario, Manitoba, Alberta, British Columbia, the Yukon, the Northwest Territories and Nunavut."
73113.00,Red Seal endorsement is also available to qualified floor covering installers upon successful completion of the interprovincial Red Seal examination.
73200.00,Some secondary school education is usually required.
73200.00,"On-the-job training and several months of related installing, repairing or servicing experience are usually required."
73200.00,A driver's licence may be required.
73201.00,Secondary school education is usually required.
73201.00,Previous maintenance experience may be required.
73201.00,A journeyman/woman certificate in one or more of the trades or a building operator certificate may be required for building superintendents.
73202.00,Completion of secondary school is usually required.
73202.00,Completion of courses in pest control or extermination or several months of on-the-job training are usually required.
73202.00,Provincial pesticide applicator licence is required in all provinces.
73209.00,Some secondary school education is usually required.
73209.00,Completion of college or other courses relevant to a particular equipment or product repair orcompletion of several months of on-the-job training is usually required.
73300.01,Completion of secondary school is usually required.
73300.01,On-the-job-training is provided.
73300.01,"Completion of an accredited driver training course of up to three months duration, through a vocational school or community college, may be required."
73300.01,A Class 3 or D licence is required to drive straight-body trucks.
73300.01,A Class 1 or A licence is required to drive long combination vehicles.
73300.01,Air brake endorsement (Z) is required for drivers who operate vehicles equipped with air brakes.
73300.01,Transportation of dangerous goods (TDG) certification is required for drivers who transport hazardous products or dangerous goods.
73300.01,Additional licensing endorsement or certification may be required to drive articulated trucks.
73300.02,Completion of secondary school is usually required.
73300.02,On-the-job-training is provided.
73300.02,"Completion of an accredited driver training course of up to three months duration, through a vocational school or community college, may be required."
73300.02,A Class 3 or D licence is required to drive straight-body trucks.
73300.02,A Class 1 or A licence is required to drive long combination vehicles.
73300.02,Air brake endorsement (Z) is required for drivers who operate vehicles equipped with air brakes.
73300.02,Transportation of dangerous goods (TDG) certification is required for drivers who transport hazardous products or dangerous goods.
73300.02,Additional licensing endorsement or certification may be required to drive articulated trucks.
